mag_id,term_str,n,tf,idf,tfidf
0,abandonment,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,abc,1,6.378364587319811e-05,1.0,6.378364587319811e-05
0,abctv,4,0.00025513458349279245,0.32192809488736235,8.213499040371536e-05
0,ability,3,0.00019135093761959434,1.0,0.00019135093761959434
0,able,4,0.00025513458349279245,0.7369655941662062,0.00018802540991611334
0,about,26,0.001658374792703151,0.0,0.0
0,abroad,1,6.378364587319811e-05,1.3219280948873624,8.431739347412695e-05
0,absolutely,1,6.378364587319811e-05,2.321928094887362,0.00014810103934732505
0,abuse,1,6.378364587319811e-05,1.7369655941662063,0.00011078999835222645
0,academic,1,6.378364587319811e-05,1.7369655941662063,0.00011078999835222645
0,accept,4,0.00025513458349279245,0.7369655941662062,0.00018802540991611334
0,accepted,1,6.378364587319811e-05,1.0,6.378364587319811e-05
0,accolade,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,accomplished,1,6.378364587319811e-05,1.7369655941662063,0.00011078999835222645
0,according,12,0.0007654037504783774,0.15200309344505006,0.00011634373780715658
0,account,2,0.00012756729174639623,1.0,0.00012756729174639623
0,accredited,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,accuracy,1,6.378364587319811e-05,2.321928094887362,0.00014810103934732505
0,accurate,4,0.00025513458349279245,0.0,0.0
0,accused,3,0.00019135093761959434,0.15200309344505006,2.9085934451789144e-05
0,achieve,1,6.378364587319811e-05,1.0,6.378364587319811e-05
0,achieved,1,6.378364587319811e-05,2.321928094887362,0.00014810103934732505
0,achievement,3,0.00019135093761959434,0.7369655941662062,0.000141019057437085
0,acknowledged,1,6.378364587319811e-05,0.7369655941662062,4.7006352479028336e-05
0,acres,3,0.00019135093761959434,3.321928094887362,0.0006356540556615695
0,across,1,6.378364587319811e-05,0.5145731728297582,3.2821353031621267e-05
0,act,5,0.00031891822936599057,0.15200309344505006,4.8476557419648574e-05
0,acted,1,6.378364587319811e-05,1.3219280948873624,8.431739347412695e-05
0,acting,2,0.00012756729174639623,0.5145731728297582,6.564270606324253e-05
0,action,3,0.00019135093761959434,0.0,0.0
0,activist,1,6.378364587319811e-05,1.3219280948873624,8.431739347412695e-05
0,activities,2,0.00012756729174639623,0.7369655941662062,9.401270495805667e-05
0,actor,1,6.378364587319811e-05,0.0,0.0
0,actorwriterdirectorproducer,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,actress,1,6.378364587319811e-05,0.32192809488736235,2.053374760092884e-05
0,actual,1,6.378364587319811e-05,1.3219280948873624,8.431739347412695e-05
0,actually,2,0.00012756729174639623,1.0,0.00012756729174639623
0,acway,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,adam,1,6.378364587319811e-05,0.7369655941662062,4.7006352479028336e-05
0,adams,1,6.378364587319811e-05,0.5145731728297582,3.2821353031621267e-05
0,add,3,0.00019135093761959434,0.5145731728297582,9.84640590948638e-05
0,added,7,0.0004464855211123868,0.15200309344505006,6.7867180387508e-05
0,addiction,1,6.378364587319811e-05,3.321928094887362,0.00021188468522052316
0,addition,6,0.0003827018752391887,0.7369655941662062,0.00028203811487417
