mag_id,term_str,n,tf,idf,tfidf,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
0,abandonment,1,6.378364587319811e-05,3.321928094887362,0.0002118846852205,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,abandon,1,0,0,1,0,1,0,1,1,0,-1
0,abuse,1,6.378364587319811e-05,1.7369655941662063,0.0001107899983522,5,2.2736229423712372e-05,15.424647456915272,NN,NN,0,abus,1,0,1,1,0,1,0,1,0,0,-1
0,academic,1,6.378364587319811e-05,1.7369655941662063,0.0001107899983522,8,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,academ,0,0,0,0,0,0,1,0,0,1,1
0,accolade,1,6.378364587319811e-05,3.321928094887362,0.0002118846852205,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,accolad,0,1,0,0,1,0,1,0,1,1,1
0,accomplished,1,6.378364587319811e-05,1.7369655941662063,0.0001107899983522,12,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,accomplish,0,0,0,0,1,0,1,0,0,0,1
0,accredited,1,6.378364587319811e-05,3.321928094887362,0.0002118846852205,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,accredit,0,0,0,0,0,0,1,0,0,1,1
0,accurate,4,0.0002551345834927,0.0,0.0,8,0.0001818898353896,12.424647456915272,JJ,JJ,0,accur,0,0,0,0,0,0,1,0,0,1,1
0,accused,3,0.0001913509376195,0.15200309344505,2.9085934451789144e-05,7,0.0001818898353896,12.424647456915272,VBN,VB,0,accus,1,0,0,1,0,1,0,0,0,0,-1
0,achieve,1,6.378364587319811e-05,1.0,6.378364587319811e-05,7,3.7893715706187286e-05,14.687681862749066,VB,VB,0,achiev,0,0,0,0,1,0,1,0,0,1,1
0,achievement,3,0.0001913509376195,0.7369655941662062,0.000141019057437,11,9.094491769484948e-05,13.424647456915272,NN,NN,0,achiev,0,1,0,0,1,0,1,0,0,1,1
0,addresses,1,6.378364587319811e-05,1.3219280948873624,8.431739347412695e-05,9,3.7893715706187286e-05,14.687681862749066,NNS,NN,0,address,0,1,0,0,0,0,1,0,0,0,1
0,admiral,2,0.0001275672917463,2.321928094887362,0.0002962020786946,7,2.2736229423712372e-05,15.424647456915272,JJ,NN,0,admir,0,0,0,0,0,0,1,0,0,1,1
0,advance,2,0.0001275672917463,1.7369655941662063,0.0002215799967044,7,4.5472458847424745e-05,14.424647456915272,NN,NN,0,advanc,0,1,0,1,1,0,1,0,1,0,1
0,affection,2,0.0001275672917463,1.7369655941662063,0.0002215799967044,9,3.0314972564949827e-05,15.009609957636428,NN,NN,0,affect,0,0,0,0,1,0,1,0,0,1,1
0,afraid,1,6.378364587319811e-05,0.7369655941662062,4.7006352479028336e-05,6,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,afraid,0,0,0,1,0,1,0,0,0,0,-1
0,agreed,3,0.0001913509376195,0.5145731728297582,9.84640590948638e-05,6,9.094491769484948e-05,13.424647456915272,VBD,VB,0,agre,0,0,0,0,0,0,1,0,0,1,1
0,agreement,1,6.378364587319811e-05,0.3219280948873623,2.053374760092884e-05,9,7.578743141237457e-05,13.687681862749066,NN,NN,0,agreement,0,0,0,0,0,0,1,0,0,1,1
0,ambassador,1,6.378364587319811e-05,0.7369655941662062,4.7006352479028336e-05,10,0.0001061024039773,13.202255035578824,NN,NN,0,ambassador,0,0,0,0,0,0,1,0,0,1,1
0,amnesty,1,6.378364587319811e-05,3.321928094887362,0.0002118846852205,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,amnesti,0,0,0,0,1,0,1,0,0,0,1
0,approve,3,0.0001913509376195,2.321928094887362,0.0004443031180419,7,3.0314972564949827e-05,15.009609957636428,VB,NN,0,approv,0,0,0,0,1,0,1,0,0,1,1
0,armed,3,0.0001913509376195,0.7369655941662062,0.000141019057437,5,7.578743141237457e-05,13.687681862749066,VBN,VB,0,arm,1,0,0,1,0,1,1,0,0,0,0
0,art,2,0.0001275672917463,0.0,0.0,3,0.0002804134962257,11.80015659200748,NNP,NN,0,art,0,1,0,0,1,0,1,1,1,0,1
0,assist,1,6.378364587319811e-05,1.7369655941662063,0.0001107899983522,6,3.7893715706187286e-05,14.687681862749066,VB,VB,0,assist,0,0,0,0,0,0,1,0,0,1,1
0,associate,3,0.0001913509376195,0.15200309344505,2.9085934451789144e-05,9,0.0001894685785309,12.365753767861705,NNP,NN,0,associ,0,0,0,0,0,0,1,0,0,1,1
0,attack,3,0.0001913509376195,0.15200309344505,2.9085934451789144e-05,6,0.0002046260648134,12.25472245547296,NN,NN,0,attack,1,0,0,1,0,1,0,0,0,0,-1
0,attacking,1,6.378364587319811e-05,2.321928094887362,0.0001481010393473,9,1.5157486282474914e-05,16.009609957636428,VBG,VB,0,attack,1,0,1,1,0,1,0,1,1,0,-1
0,attorney,3,0.0001913509376195,0.0,0.0,8,0.0002500985236608,11.965215838277976,NN,NN,0,attorney,1,0,0,1,0,0,1,0,0,1,1
0,auditor,1,6.378364587319811e-05,2.321928094887362,0.0001481010393473,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,auditor,0,0,0,1,0,0,0,0,0,1,0
0,austere,1,6.378364587319811e-05,3.321928094887362,0.0002118846852205,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,auster,0,0,0,1,0,1,0,1,0,0,-1
0,author,1,6.378364587319811e-05,0.3219280948873623,2.053374760092884e-05,6,0.0001061024039773,13.202255035578824,NN,NN,0,author,0,0,0,0,0,0,1,0,0,1,1
0,authority,3,0.0001913509376195,1.7369655941662063,0.0003323699950566,9,4.5472458847424745e-05,14.424647456915272,NNP,NN,0,author,0,0,0,0,0,0,1,0,0,1,1
0,award,2,0.0001275672917463,0.0,0.0,5,0.0002273622942371,12.10271936202791,NN,NN,0,award,0,1,0,0,1,0,1,0,1,1,1
0,baby,6,0.0003827018752391,0.3219280948873623,0.0001232024856055,4,0.0003637796707793,11.424647456915272,NN,NN,0,babi,0,0,0,0,1,0,1,0,0,0,1
0,bad,4,0.0002551345834927,0.0,0.0,3,0.0001743110922484,12.486048001579416,JJ,JJ,0,bad,1,0,1,1,0,1,0,1,0,0,-1
0,battle,1,6.378364587319811e-05,0.0,0.0,6,0.0001743110922484,12.486048001579416,NN,NN,0,battl,1,0,0,0,0,1,0,0,0,0,-1
0,beautiful,1,6.378364587319811e-05,0.5145731728297582,3.2821353031621267e-05,9,0.0001591536059659,12.617292534857668,JJ,JJ,0,beauti,0,0,0,0,1,0,1,0,0,0,1
0,beauty,1,6.378364587319811e-05,0.15200309344505,9.695311483929716e-06,6,0.0001591536059659,12.617292534857668,NN,NN,0,beauti,0,0,0,0,1,0,1,0,0,0,1
0,bee,1,6.378364587319811e-05,2.321928094887362,0.0001481010393473,3,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,bee,1,0,0,1,0,0,0,0,0,0,0
0,beer,2,0.0001275672917463,1.0,0.0001275672917463,4,4.5472458847424745e-05,14.424647456915272,NN,NN,0,beer,0,0,0,0,1,0,1,0,0,0,1
0,birth,2,0.0001275672917463,0.15200309344505,1.939062296785943e-05,5,0.0002197835510958,12.151628962508855,NN,NN,0,birth,0,1,0,1,1,0,1,0,0,1,1
0,birthday,1,6.378364587319811e-05,0.5145731728297582,3.2821353031621267e-05,8,0.0001439961196835,12.761682444192845,NN,NN,0,birthday,0,1,0,0,1,0,1,0,1,0,1
0,black,126,0.0080367393800229,0.0,0.0,5,0.0027586625034104,8.501815317437732,NNP,NN,0,black,0,0,0,0,0,1,0,1,0,0,-1
0,blast,2,0.0001275672917463,2.321928094887362,0.0002962020786946,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,blast,1,0,0,1,0,1,0,0,1,0,-1
0,blessing,1,6.378364587319811e-05,1.0,6.378364587319811e-05,8,3.7893715706187286e-05,14.687681862749066,VBG,VB,0,bless,0,1,0,0,1,0,1,0,0,1,1
0,blues,2,0.0001275672917463,0.3219280948873623,4.106749520185768e-05,5,0.0001439961196835,12.761682444192845,NNS,NN,0,blue,0,0,0,1,0,1,0,1,0,0,-1
0,bomb,2,0.0001275672917463,3.321928094887362,0.000423769370441,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,bomb,1,0,0,1,0,1,0,1,1,0,-1
